Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,28.350000,28.660000,27.760000,27.959999,24.339981,49035000
2010-01-08,27.940001,28.719999,27.090000,27.799999,24.200695,97770500
2010-01-15,27.680000,27.719999,26.799999,27.010000,23.512981,83230400
2010-01-22,26.770000,26.820000,25.100000,25.540001,22.233303,124477000
2010-01-29,25.680000,25.850000,24.440001,24.510000,21.336660,93439700
2010-02-05,24.549999,25.990000,24.420000,25.790001,22.450935,90312700
2010-02-12,25.639999,26.900000,25.370001,26.809999,23.338873,85124000
2010-02-19,26.670000,27.020000,25.920000,26.530001,23.095125,69562000
2010-02-26,26.639999,27.290001,26.180000,26.730000,23.269232,65460100
2010-03-05,26.879999,27.459999,26.620001,27.100000,23.591330,72137100
2010-03-12,27.200001,28.530001,26.650000,27.850000,24.244225,71244200
2010-03-19,27.490000,28.629999,27.290001,27.910000,24.296455,69793600
2010-03-26,27.980000,28.480000,27.549999,27.920000,24.305164,43675000
2010-04-02,28.059999,28.709999,27.950001,28.070000,24.435740,42471800
2010-04-09,28.230000,30.540001,28.059999,30.450001,26.507597,71289000
2010-04-16,30.230000,30.480000,29.110001,30.240000,26.324785,92243600
2010-04-23,30.230000,30.670000,29.120001,30.049999,26.159388,61413800
2010-04-30,29.950001,29.980000,25.549999,27.389999,23.843781,93796300
2010-05-07,27.180000,29.040001,26.010000,28.160000,24.514086,102008900
2010-05-14,27.879999,28.219999,26.180000,26.680000,23.225706,145864800
2010-05-21,26.040001,27.900000,25.639999,27.870001,24.261635,103164100
2010-05-28,27.879999,28.170000,26.940001,28.110001,24.470562,85937800
2010-06-04,27.500000,27.900000,25.440001,26.809999,23.338873,104521200
2010-06-11,26.510000,28.760000,26.500000,28.549999,24.853594,76911100
2010-06-18,28.530001,28.900000,27.100000,27.230000,23.704494,70695100
2010-06-25,27.330000,27.610001,25.209999,25.820000,22.477049,82112000
2010-07-02,25.879999,27.250000,25.270000,26.950001,23.460749,59613300
2010-07-09,26.959999,28.900000,26.840000,28.120001,24.479265,60227800
2010-07-16,27.969999,28.510000,27.090000,28.340000,24.670782,80207100
2010-07-23,28.200001,28.830000,27.299999,27.639999,24.061413,90033900
2010-07-30,27.389999,28.030001,26.950001,27.770000,24.174580,74240500
2010-08-06,27.450001,28.000000,25.620001,26.030001,22.659864,89034900
