Date,Open,High,Low,Close,Adj Close,Volume
2012-01-20,15.267500,16.230356,14.983929,15.879643,13.614650,2549974000
2012-01-27,15.869286,16.392500,15.848929,16.254286,13.935857,1527576400
2012-02-03,16.332144,17.741072,16.270000,17.613214,15.100956,2144340800
2012-02-10,17.534286,18.796070,17.379642,17.936071,15.377765,4059588400
2012-02-17,17.968214,18.493929,17.867857,18.442499,15.811955,2192730400
2012-02-24,18.559643,19.578930,18.438572,19.445356,16.671776,3198322400
2012-03-02,19.437143,19.552856,18.436428,19.356787,16.595837,3366053600
2012-03-09,19.436071,21.428928,19.396786,20.912857,17.929947,4095618800
2012-03-16,20.882856,21.773214,20.642857,21.405001,18.351906,3811298400
2012-03-23,21.446072,22.194643,21.228571,21.780714,18.674023,2897059200
2012-03-30,21.741785,22.666430,21.355000,22.631430,19.403399,3378228000
2012-04-06,22.361786,23.000000,22.160713,22.241785,19.069332,2798213600
2012-04-13,22.289642,22.310715,20.425358,20.980000,17.987518,4725210000
2012-04-20,21.120714,22.071428,19.821428,21.703571,18.607882,4515509600
2012-04-27,21.609644,21.649286,20.673571,20.779285,17.815441,2341805200
2012-05-04,20.610001,20.655714,19.954643,20.375713,17.469419,2301266800
2012-05-11,20.178572,20.516787,18.932858,18.932858,16.232372,2506624400
2012-05-18,19.070000,20.589287,18.649286,20.190001,17.310205,3139396400
2012-05-25,20.163929,20.767857,19.945356,20.633215,17.690199,1730120000
2012-06-01,20.327143,20.618570,19.589287,20.418571,17.506172,2247420000
2012-06-08,20.414286,21.017857,20.239286,20.411785,17.500353,2013314800
2012-06-15,20.392857,21.071428,20.341070,20.631071,17.688358,1822366000
2012-06-22,20.680000,20.792500,20.200357,20.323214,17.424416,1351224000
2012-06-29,20.642857,21.940714,20.508928,21.783571,18.676476,1547688800
2012-07-06,21.681786,22.138214,21.167143,21.389286,18.338425,2207657200
2012-07-13,21.533930,21.976786,21.428572,21.940001,18.810591,1595874000
2012-07-20,21.893929,21.944286,20.357143,20.531429,17.602938,2734524800
2012-07-27,20.536072,22.014286,20.413929,21.706785,18.610641,1962066400
2012-08-03,21.915358,22.321428,21.841429,22.168928,19.006868,1403819200
2012-08-10,22.096786,22.807501,22.096430,22.726429,19.568506,1325816800
2012-08-17,22.857143,24.102858,22.814644,23.665358,20.376970,2854317200
2012-08-24,23.553928,24.316786,23.412500,23.709642,20.415094,1637272000
2012-08-31,23.830357,24.224644,23.473213,24.152500,20.796415,1433784800
2012-09-07,24.216070,24.482143,23.428572,24.392143,21.002756,2632240800
2012-09-14,24.641430,25.142500,24.567499,24.953571,21.486177,2035451600
2012-09-21,25.086071,25.181070,23.583929,24.332857,20.951717,2900738400
2012-09-28,24.241072,24.325357,23.237499,23.814285,20.505207,2501704800
2012-10-05,23.757143,23.785713,22.269644,22.432142,19.315109,3127034400
2012-10-12,22.484285,23.313929,22.280357,22.594286,19.454727,2307950400
2012-10-19,22.537500,22.692142,21.626785,21.769285,18.744364,3212815200
2012-10-26,21.765356,21.928572,20.989286,21.305000,18.344585,1889734000
2012-11-02,21.281786,21.319643,19.117500,19.205357,16.536701,3353221200
2012-11-09,19.300714,19.817142,18.665001,18.772142,16.237509,3245746000
2012-11-16,18.757143,20.426786,18.062500,20.060715,17.352100,3105967200
2012-11-23,20.256071,21.223213,20.092857,21.048571,18.206572,2472299200
2012-11-30,20.956785,21.235357,18.522499,19.544287,16.905401,3534518400
2012-12-07,19.764286,19.828571,18.627857,18.917500,16.363239,3122274400
2012-12-14,18.383928,19.103571,17.901072,18.633215,16.117340,3323930400
2012-12-21,18.302500,18.723213,18.023571,18.395000,15.911287,1529578400
2012-12-28,18.224644,19.821428,18.147142,19.360714,16.746614,1927254000
2013-01-04,19.177500,19.236786,18.400000,18.696787,16.172329,2545947600
2013-01-11,18.607143,18.761429,17.263571,17.952856,15.528846,3105970000
2013-01-18,17.804285,18.392500,16.080357,16.089287,13.916898,3256831200
2013-01-25,16.131786,16.521429,15.535714,16.267500,14.071044,3301191600
2013-02-01,16.396786,16.785713,15.785714,16.722143,14.464302,2888236400
2013-02-08,16.928572,17.319286,16.543571,16.663929,14.497954,2590184800
2013-02-15,16.744642,16.791430,15.815000,15.930714,13.860040,1751013600
2013-02-22,16.044643,16.254286,15.630714,15.764286,13.715245,2114599200
2013-03-01,15.642857,15.649286,14.964286,15.377857,13.379045,2702361200
2013-03-08,15.350000,15.678929,15.183571,15.446429,13.438703,2041054400
2013-03-15,15.640357,16.463215,15.616071,16.168928,14.067292,2468849600
2013-03-22,16.235001,16.783930,15.772143,15.809286,13.754395,1964611600
2013-03-29,15.782143,15.846429,15.187500,15.275714,13.290178,1640914800
2013-04-05,15.160714,15.642500,14.988571,15.511786,13.495565,1695430800
2013-04-12,15.505357,15.505357,13.919286,14.001786,12.181836,2473259600
2013-04-19,13.856071,14.830357,13.753571,14.585000,12.689243,3057922000
2013-04-26,14.636071,16.021070,14.580357,15.911429,13.843263,3024700000
2013-05-03,16.118214,16.633928,16.041071,16.313213,14.192822,2212781200
2013-05-10,16.356071,16.418215,14.960714,15.520714,13.592711,2443736400
2013-05-17,15.680357,16.012501,15.360714,15.790714,13.829174,2131564400
2013-05-24,15.744643,16.232143,15.692857,16.127857,14.124436,1346408000
2013-05-31,16.160713,16.325001,15.501786,15.659286,13.714072,1756907600
2013-06-07,15.589286,16.038570,15.312500,15.570000,13.635880,1691860800
2013-06-14,15.550000,15.581786,14.827500,14.887143,13.037842,1394556800
2013-06-21,14.946071,15.000000,14.055000,14.063571,12.316576,1980997200
2013-06-28,13.977143,15.106429,13.888214,15.028571,13.161705,1680364000
2013-07-05,15.013929,15.294643,14.656429,15.260357,13.364697,1532445600
2013-07-12,15.273214,15.531071,15.121786,15.420000,13.504510,1155887600
2013-07-19,15.467857,15.878214,14.953929,15.660714,13.715323,1667344000
2013-07-26,15.546429,16.333570,15.512143,16.309999,14.283955,1286840800
2013-08-02,16.357500,16.853214,16.309286,16.464643,14.419388,1483132000
2013-08-09,16.379999,18.008928,16.201786,17.782499,15.676363,2759906800
2013-08-16,17.862499,18.347857,17.792856,17.962856,15.835361,1811600000
2013-08-23,17.973928,18.221430,17.357143,17.560715,15.480851,1525151600
2013-08-30,17.571428,17.937143,17.375000,17.688213,15.593245,1185626400
2013-09-06,17.801430,18.139999,16.600357,16.881786,14.882331,2746156000
2013-09-13,16.762142,16.993929,15.972143,16.867857,14.870050,2103326400
2013-09-20,17.071428,17.746786,16.642857,17.365000,15.308314,2379932800
2013-09-27,17.277857,17.583929,16.943214,17.264643,15.219844,1454017600
2013-10-04,17.280714,17.594643,17.081429,17.487143,15.415994,1442406000
2013-10-11,17.392500,18.027857,17.327143,18.017857,15.883853,1354404800
2013-10-18,18.071072,19.016787,18.061071,18.996786,16.746832,1921200400
2013-10-25,18.975714,19.258928,18.376429,18.667856,16.456863,2153900000
2013-11-01,18.715000,18.888929,18.299286,18.303213,16.135403,1270726800
2013-11-08,18.377857,18.902857,18.306786,18.862858,16.725855,1190686000
2013-11-15,18.806429,18.896070,18.345358,18.612143,16.503542,1227746800
2013-11-22,18.554285,19.500000,18.518929,19.498571,17.289551,1217868400
2013-11-29,19.624287,20.540714,19.564644,20.282143,17.984346,2067030000
2013-12-06,20.206785,20.391787,19.984644,20.019285,17.751265,1565124400
2013-12-13,20.101786,20.102858,19.242857,19.445000,17.242044,1731489200
2013-12-20,19.479643,20.424286,19.457857,20.139286,17.857677,1309282800
2013-12-27,20.136429,20.157499,19.715000,19.754642,17.516613,937283200
2014-01-03,19.745001,19.775000,19.057142,19.161428,16.990599,1659966000
2014-01-10,19.279642,20.007143,18.924286,19.794643,17.552080,1636947200
2014-01-17,19.695715,19.903214,19.282143,19.863571,17.613199,1538490800
2014-01-24,19.785713,19.843571,17.739286,17.849285,15.827108,3231068400
2014-01-31,17.684999,18.402857,17.626785,18.303928,16.230247,1829052400
2014-02-07,18.620714,19.458929,18.477858,19.443930,17.344297,1613595200
2014-02-14,19.373928,19.685356,18.892857,18.969643,16.921221,1152802000
2014-02-21,19.028214,19.091785,18.414286,18.845358,16.810358,1377745600
2014-02-28,18.895714,19.098213,18.647142,18.955357,16.908482,1255441600
2014-03-07,18.967501,19.273571,18.787500,18.951786,16.905298,1135607200
2014-03-14,18.885357,19.151428,18.678572,18.882143,16.843172,1079545600
2014-03-21,18.997499,19.607143,18.797501,19.195000,17.122246,1533840000
2014-03-28,19.225714,19.410000,19.080357,19.242500,17.164621,912758000
2014-04-04,19.278929,19.285713,18.525000,18.695715,16.676878,1254811600
2014-04-11,18.535713,18.848572,18.261786,18.747856,16.723387,1242981600
2014-04-18,18.762142,20.357143,18.712856,20.277500,18.087858,1539963600
2014-04-25,20.161785,21.408215,20.141430,21.124287,18.843210,2097827200
2014-05-02,21.155001,21.586071,20.942858,20.999643,18.732018,1366307600
2014-05-09,20.876429,21.335714,20.726070,21.029285,18.863237,1061793600
2014-05-16,21.022499,21.780357,20.907143,21.688213,19.454294,1226467200
2014-05-23,21.687500,22.745358,21.659643,22.692142,20.354809,1273031200
2014-05-30,22.785000,23.191786,22.232143,23.119642,20.738279,1865368400
2014-06-06,23.210714,23.762501,22.937500,23.072500,20.695993,1304426400
2014-06-13,23.049999,23.187500,22.719999,22.965000,20.599567,755416000
2014-06-20,22.962500,23.137501,22.412500,22.725000,20.384285,1012504000
2014-06-27,22.705000,23.525000,22.692499,23.507500,21.086187,812364400
2014-07-04,23.535000,24.200001,23.379999,23.760000,21.312677,791248000
2014-07-11,23.840000,24.275000,23.142500,23.272499,20.875389,932000800
2014-07-18,23.405001,24.469999,23.254999,24.257500,21.758938,1131644000
2014-07-25,24.212500,24.860001,23.832500,23.900000,21.438255,927132000
2014-08-01,23.725000,24.155001,23.525000,23.620001,21.187094,918684000
2014-08-08,23.565001,24.392500,23.320000,24.375000,21.973089,689108000
2014-08-15,24.475000,25.272499,24.215000,25.145000,22.667221,1008396000
2014-08-22,25.072500,25.695000,25.047501,25.562500,23.043571,953740000
2014-08-29,25.715000,25.934999,24.447500,24.530001,22.112812,1237192000
2014-09-05,24.700001,25.770000,24.035000,25.357500,22.858772,1831530800
2014-09-12,25.302500,25.762501,24.722500,25.447500,22.939907,1156306400
2014-09-19,25.572500,25.735001,24.430000,24.467501,22.056471,1389427200
2014-09-26,24.632500,25.385000,24.510000,24.975000,22.513966,1066600000
2014-10-03,24.860001,25.594999,24.577499,25.254999,22.766376,1029584800
2014-10-10,25.172501,25.507500,23.795000,24.065001,21.693638,1426766800
2014-10-17,24.375000,26.262501,24.202499,26.207500,23.625017,1518634800
2014-10-24,26.295000,26.842501,26.132500,26.745001,24.109552,890580800
2014-10-31,27.002501,27.575001,26.802500,27.174999,24.497175,843602800
2014-11-07,27.187500,28.362499,27.100000,28.205000,25.535931,779178400
2014-11-14,28.287500,29.320000,27.802500,29.077499,26.325865,881196000
2014-11-21,29.377501,29.937500,29.007500,29.750000,26.934727,856955200
2014-11-28,29.817499,29.850000,27.817499,28.872499,26.140263,1012340800
2014-12-05,28.997499,29.020000,27.337500,27.905001,25.264317,968635200
2014-12-12,27.615000,28.162500,26.565001,28.162500,25.497454,1185819600
2014-12-19,28.065001,28.372499,27.915001,28.002501,25.352596,696421200
2014-12-26,28.025000,28.692499,27.552500,27.594999,24.983658,530419200
2015-01-02,27.847500,28.037500,26.157499,27.972500,25.325434,1131030400
2015-01-09,28.167500,28.312500,26.665001,26.705000,24.177877,1117651200
2015-01-16,26.757500,28.117500,26.299999,28.100000,25.440868,923142000
2015-01-23,28.075001,29.797501,27.257500,29.725000,26.912096,1714248000
2015-01-30,29.600000,30.127501,29.020000,29.985001,27.147491,1243184800
2015-02-06,30.004999,31.870001,29.607500,31.615000,28.736204,1170564800
2015-02-13,31.820000,32.257500,31.412500,32.112499,29.188404,798714800
2015-02-20,32.154999,33.400002,31.652500,32.605000,29.636059,1420599200
2015-02-27,32.500000,32.642502,31.440001,31.602501,28.724836,944444800
2015-03-06,32.099998,32.392502,30.407499,31.112499,28.279461,1390115600
2015-03-13,31.100000,32.312500,30.645000,31.875000,28.972528,999220400
2015-03-20,32.062500,32.099998,30.650000,31.059999,28.231743,953900800
2015-03-27,31.142500,31.622499,30.727501,31.330000,28.477152,806312000
2015-04-03,31.117500,32.029999,31.082500,31.639999,28.758924,568078000
2015-04-10,31.487499,32.142502,31.315001,31.542500,28.670309,637668400
2015-04-17,31.387501,32.605000,31.115000,32.417500,29.465631,859487200
2015-04-24,32.622501,33.634998,31.145000,31.287500,28.438532,1627942400
2015-05-01,31.525000,32.642502,30.840000,31.315001,28.463520,1099416800
2015-05-08,31.670000,32.237499,31.205000,32.237499,29.424414,902575600
2015-05-15,32.267502,32.907501,32.052502,32.847500,29.981180,839637600
2015-05-22,32.900002,33.242500,32.279999,32.945000,30.070183,771440400
2015-05-29,32.807499,32.862499,32.227501,32.340000,29.517975,744394000
2015-06-05,32.375000,32.544998,31.405001,32.147499,29.342272,875420800
2015-06-12,32.047501,32.082500,31.427500,31.969999,29.180258,722778000
2015-06-19,31.927500,32.450001,31.600000,31.875000,29.093550,824976400
2015-06-26,31.917500,31.997499,31.120001,31.610001,28.851675,780194800
2015-07-03,31.235001,31.557501,29.805000,30.017500,27.398132,857455200
2015-07-10,30.485001,32.142502,30.302500,32.127499,29.324009,817738800
2015-07-17,32.270000,33.242500,30.497499,31.290001,28.559599,1393085600
2015-07-24,31.330000,31.434999,30.427500,30.592501,27.922960,763503600
2015-07-31,30.650000,30.660000,28.025000,28.782499,26.270905,1556860800
2015-08-07,28.645000,29.997499,27.407499,28.787500,26.394398,1361832400
2015-08-14,28.580000,29.412500,27.907499,28.162500,25.821360,940652000
2015-08-21,27.607500,28.309999,23.000000,28.230000,25.883249,2301896400
2015-08-28,28.042500,28.632500,26.840000,27.592501,25.298746,1205449200
2015-09-04,27.242500,28.504999,27.127501,28.142500,25.803019,1010974000
2015-09-11,27.947500,29.222500,27.940001,28.480000,26.112465,1011624800
2015-09-18,28.052500,28.875000,27.967501,28.750000,26.360020,1043318800
2015-09-25,29.110001,29.172501,26.827499,27.395000,25.117659,1248113600
2015-10-02,27.002501,27.942499,26.887501,27.375000,25.099323,1068106000
2015-10-09,27.500000,28.187500,27.372499,27.965000,25.640280,793674000
2015-10-16,27.945000,28.895000,27.527500,28.875000,26.474625,805635600
2015-10-23,29.174999,30.172501,28.497499,30.132500,27.627594,1329455200
2015-10-30,30.247499,30.955000,29.862499,30.230000,27.716990,846105600
2015-11-06,30.277500,30.452499,28.802500,28.930000,26.638596,815140800
2015-11-13,28.799999,29.937500,27.750000,29.695000,27.343008,806026000
2015-11-20,29.799999,29.980000,29.280001,29.507500,27.170359,523844400
2015-11-27,29.572500,29.852501,28.555000,28.799999,26.518892,648140800
2015-12-04,28.822500,29.965000,28.770000,29.042500,26.742186,798979200
2015-12-11,28.797501,28.847500,27.200001,27.245001,25.087059,1062157200
2015-12-18,27.227501,27.379999,26.392500,27.007500,24.868368,892244400
2015-12-25,26.897499,27.357500,26.205000,26.315001,24.230713,495046000
2016-01-01,25.652500,26.462500,24.107500,24.112499,22.202669,1091968800
2016-01-08,24.637501,25.297501,23.934999,24.879999,22.909376,1181205200
2016-01-15,24.049999,24.662500,23.355000,24.075001,22.168135,1029670000
2016-01-22,24.657499,25.382500,23.097500,23.522499,21.659401,1526882000
2016-01-29,23.697500,24.334999,23.520000,24.150000,22.237198,940612800
2016-02-05,24.129999,24.230000,23.147499,23.424999,21.686665,948756000
2016-02-12,23.547501,24.722500,23.252501,24.065001,22.279165,693174000
2016-02-19,24.000000,24.225000,23.330000,24.190001,22.394899,661744000
2016-02-26,24.299999,25.427500,24.145000,25.375000,23.491957,738959200
2016-03-04,25.592501,25.937500,25.037500,25.292500,23.415579,696644800
2016-03-11,25.559999,26.617500,25.375000,26.450001,24.487181,661104800
2016-03-18,26.584999,26.912500,26.222500,26.417500,24.457094,655955200
2016-03-25,26.500000,27.605000,26.219999,27.247499,25.225500,488364000
2016-04-01,27.195000,28.047501,27.030001,27.135000,25.121344,592059600
2016-04-08,27.227501,28.097500,27.042500,28.025000,25.945305,555810800
2016-04-15,28.027500,28.075001,26.379999,26.492500,24.526529,809235600
2016-04-22,26.252501,26.620001,23.562500,23.707500,21.948200,1258302800
2016-04-29,23.497499,23.975000,23.100000,23.309999,21.580196,1001755600
2016-05-06,23.342501,23.442499,22.367500,22.584999,21.036301,861427600
2016-05-13,22.500000,23.802500,22.500000,23.549999,21.935131,900296000
2016-05-20,23.660000,25.182501,23.629999,25.102501,23.381172,798739200
2016-05-27,24.860001,25.117500,24.157499,24.430000,22.754786,592053200
2016-06-03,24.447500,25.472500,24.362499,24.912500,23.204205,486625600
2016-06-10,24.632500,24.837500,24.017500,24.387501,22.715202,649749200
2016-06-17,24.155001,24.222500,23.670000,24.025000,22.377560,769703200
2016-06-24,23.227501,23.942499,22.875000,23.900000,22.261129,934453200
2016-07-01,23.872499,24.125000,23.592501,23.985001,22.340298,439281600
2016-07-08,24.122499,24.747499,24.012501,24.697500,23.003942,566742800
2016-07-15,24.730000,25.250000,24.625000,24.857500,23.152973,597555200
2016-07-22,24.815001,26.112499,24.105000,26.084999,24.296299,1028604000
2016-07-29,26.047501,26.537500,25.920000,26.467501,24.652576,629318000
2016-08-05,26.567499,27.235001,26.545000,26.982500,25.268402,585595200
2016-08-12,26.945000,27.557501,26.945000,27.270000,25.537640,502654800
2016-08-19,27.192499,27.422501,26.670000,26.892500,25.184116,484829200
2016-08-26,26.852501,26.987499,26.375000,26.682501,24.987463,535857600
2016-09-02,26.924999,27.190001,26.309999,26.379999,24.704178,596196800
2016-09-09,26.160000,28.932501,25.632500,28.892500,27.057070,1419593200
2016-09-16,28.780001,29.045000,28.110001,28.655001,26.834656,914005600
2016-09-23,28.605000,28.697500,27.887501,28.045000,26.263407,689944400
2016-09-30,28.115000,28.584999,27.950001,28.472500,26.663748,552200400
2016-10-07,28.577499,29.672501,28.377501,29.245001,27.387178,789658400
2016-10-14,29.469999,29.552500,28.450001,29.264999,27.405905,511964000
2016-10-21,29.202499,29.590000,28.327499,28.620001,26.801876,782226400
2016-10-28,28.467501,28.802500,27.387501,27.457500,25.713230,653484800
2016-11-04,27.132500,27.930000,26.457500,26.947500,25.365191,815848400
2016-11-11,26.780001,27.587500,26.020000,27.487499,25.873482,816225600
2016-11-18,27.430000,28.105000,27.415001,27.807501,26.174694,444341600
2016-11-25,27.782499,28.117500,27.257500,27.372499,25.765234,561791600
2016-12-02,27.292500,28.107500,27.062500,28.030001,26.384132,576460000
2016-12-09,28.077499,29.182501,28.077499,28.955000,27.254816,740268400
2016-12-16,29.117500,29.375000,28.910000,29.072500,27.365419,573698400
2016-12-23,28.897499,29.504999,28.897499,29.182501,27.468956,273967200
2016-12-30,29.162500,29.299999,28.690001,29.152500,27.440718,410719600
2017-01-06,29.195000,29.982500,29.117500,29.812500,28.061960,577802800
2017-01-13,29.777500,30.125000,29.555000,29.945000,28.186684,439448000
2017-01-20,30.112499,30.610001,29.875000,30.485001,28.694975,546297200
2017-01-27,30.535000,32.622501,30.155001,32.132500,30.245741,983347200
2017-02-03,32.077499,33.112499,32.040001,33.105000,31.161133,563564000
2017-02-10,33.115002,34.067501,33.012501,33.837502,31.988714,538139200
2017-02-17,33.775002,34.369999,33.775002,34.132500,32.267597,353322000
2017-02-24,33.977501,35.070000,33.820000,34.740002,32.841900,512570000
2017-03-03,34.695000,34.994999,34.262501,34.669998,32.775726,404670000
2017-03-10,34.812500,35.255001,34.660000,35.172501,33.250771,389069600
2017-03-17,35.250000,35.700001,34.932499,35.230000,33.305130,604653600
2017-03-24,35.375000,36.125000,34.654999,35.982498,34.016514,518971200
2017-03-31,35.930000,36.365002,35.752499,35.915001,33.952709,433622800
2017-04-07,35.932499,36.044998,35.014999,35.262501,33.335854,416631600
